REACTION,KCAT [1/hr],STEP
MLTHFte,,
TYMte2,,
TRYPTAte,,
CE4890te,,
SELMETHte,,
CE7090te,,
CE7085te,,
CE7096te,,
CE4877te,,
CE1447te,,
C05769te3,,
C05770te4,,
C05770te,,
MLTHFte3,,
CE2705t,,
SPHS1Pt2e,,
MMAte,,
PTRCARGte,,
MLTHFte2,,
TYMte,,
13DAMPPte,,
HDD2CRNte2,,
MLTHFte1,,
ARGN1ASPMDte,,
CE1918te,,
34DHPHAte,,
34DHOXMANDte,,
CE6205te,,
1A25DHVITD3te,,
ISOBUTtm,,
ISOBUTte,,
EX_CE4969[e],,
NACCYStm,,
NACCYSte,,
EX_CE1310[e],,
AGRMtm,,
EX_agm[e],,
T4HCINNMtm,,
EX_T4hcinnm[e],,
4HBZtm,,
4HBZte,,
SUCSALtm,,
SUCSALte,,
EX_sucsal[e],,
CE7081tr,,
CE7081tm,,
EX_CE7081[e],,
EGMEtr,,
EGMEte,,
EX_egme[e],,
12HARACHDtr,,
12HARACHDte,,
EX_12harachd[e],,
18HARACHDtr,,
18HARACHDte,,
EX_18harachd[e],,
SQLtr,,
SQLte,,
EX_sql[e],,
ORN_Dtx,,
ORN_Dte,,
EX_orn_D[e],,
5G2OXPTtx,,
5G2OXPTte,,
EX_5g2oxpt[e],,
EX_andrstndn[e],,
DHEAte,,
EX_dhea[e],,
EANDRSTRNtr,,
EX_eandrstrn[e],,
AHANDROSTANtr,,
EX_ahandrostan[e],,
ANDRSTANDRtr,,
EX_andrstandn[e],,
EX_CE2209[e],,
ESTRONEte,,
EX_estrone[e],,
C05298te,,
EX_C05298[e],,
EX_C05301[e],,
EX_C05299[e],,
EX_C05302[e],,
EX_CE5072[e],,
EX_11docrtsl[e],,
EX_11docrtstrn[e],,
EX_prgnlone[e],,
EX_CE2211[e],,
EX_17ahprgstrn[e],,
EX_17ahprgnlone[e],,
EX_C03681[e],,
HC02020tr,,
HC02020te,,
EX_HC02020[e],,
EX_prgnlones[e],,
EX_CE1352[e],,
XOL24OHtr,,
XOL24OHte,,
EX_xol24oh[e],,
XOL27OHte,,
EX_xol27oh[e],,
XOL25OHtr,,
XOL25OHte,,
EX_xol25oh[e],,
DSMSTEROLtr,,
DSMSTEROLte,,
EX_dsmsterol[e],,
CHSTEROLSte,,
EX_chsterols[e],,
3ITYR_Lte,,
EX_3ityr_L[e],,
35DIODTYRte,,
EX_35diotyr[e],,
13_CIS_RETNte,,
EX_13_cis_retn[e],,
CE1617te,,
EX_CE1617[e],,
TAG_HSad,,
TAG_HSad_NE,,
TAG_HSad_E,,
VLDL_HSSYN,,
VLDL_HSSEC,,
VLDL_HSDEG,,
IDL_HSSYN,,
IDL_HSDEG,,
LDL_HSSYN,,
LDL_HSDEG,,
HDL_HSSYN,,
HDL_HSDEG,,
MYELIN_HSSYN,,
DM_myelin_hs[c],,
CHYLO_HSSYN,,
CHYLO_HSSEC,,
CHYLO_HSDEG,,
DM_chylo_hs[e],,
HC00460te,,
EX_HC00460[e],,
EX_34dhoxmand[e],,
FNA5MOXAMte,,
EX_fna5moxam[e],,
CE5643te,,
EX_CE5643[e],,
EX_CE7090[e],,
EX_CE7085[e],,
EX_CE7096[e],,
EX_CE4877[e],,
EX_CE1447[e],,
EX_CE2006[e],,
CE1401te,,
EX_CE1401[e],,
GLUCYSte,,
EX_glucys[e],,
EX_n8aspmd[e],,
EX_CE6205[e],,
MELATNte,,
EX_melatn[e],,
6HOXMELATNte,,
EX_6hoxmelatn[e],,
EX_trypta[e],,
C10164te,,
EX_C10164[e],,
EX_CE4890[e],,
EX_C09642[e],,
C05769te2,,
EX_C05769[e],,
C05767te,,
EX_C05767[e],,
C05770te3,,
EX_C05770[e],,
EX_mhista[e],,
PPBNGte,,
EX_ppbng[e],,
EX_13dampp[e],,
EX_mma[e],,
12PPDRte,,
EX_12ppd_R[e],,
AMETAMte,,
EX_ametam[e],,
XYLULte,,
EX_xylu_L[e],,
XYLUDte,,
EX_xylu_D[e],,
GLCNte,,
CE0737te,,
EX_CE0737[e],,
CH4Ste,,
SPHGNSte,,
EX_sphings[e],,
HDD2CRNte,,
EX_hdd2crn[e],,
IM4ACte,,
EX_im4ac[e],,
EX_CE1918[e],,
EX_mlthf[e],,
EX_ppp9[e],,
AACTte,,
EX_aact[e],,
EX_CE2705[e],,
SPHGNte,,
EX_sphgn[e],,
SELMETHt2e,,
EX_selmeth[e],,
EX_N1aspmd[e],,
C13856te,,
1A25DHVITD3t2e,,
EX_1a25dhvitd3[e],,
PRISTte,,
EX_prist[e],,
CE2049te,,
EX_CE2049[e],,
CE2047te,,
EX_CE2047[e],,
LANOSTte,,
FDPte,,
EX_fdp[e],,
EX_coke[e],,
COKEte,,
COKEtr,,
EX_5a2opntn[e],,
5A2OPNTNte,,
5A2OPNTNtx,,
ARG_Dtx,,
ARG_Dte,,
EX_arg_D[e],,
LANOSTtr,,
EX_vldl_hs[e],,
EX_idl_hs[e],,
EX_ldl_hs[e],,
EX_hdl_hs[e],,
HC00005t1r,,
HC00005te,,
EX_HC00005[e],,
HC00005t1e,,
HC00006t1r,,
HC00006te,,
EX_HC00006[e],,
HC00006t1e,,
HC00007t1r,,
HC00007te,,
EX_HC00007[e],,
HC00007t1e,,
HC00008t1r,,
HC00008te,,
EX_HC00008[e],,
HC00008t1e,,
HC00009t1r,,
HC00009te,,
EX_HC00009[e],,
HC00009t1e,,
HC00004t1r,,
HC00004t1e,,
DOPASULT4,,
UDPG4DOPA,,
UDPG3DOPA,,
TYRDOPOX,,
34DHPEAR,,
DOPA4SFt,,
EX_dopa4sf[e],,
DOPA4GLCURt,,
EX_dopa4glcur[e],,
DOPA3GLCURt,,
EX_dopa3glcur[e],,
DOPACHRMDC,,
CE5026t,,
GGTe_1,4140000,9
CYSGLYPTASEe_1,,
CE1261t,,
DOPAOQNOX,,
DOPACCL,,
DOPAOQCYS,,
LACROX,,
NADPQNOXR,,
NADQNOXR,,
DACT,,
DACGST,339935.2318,8
TYRDHINDOX,,
4GLU56DIHDINDt,,
EX_4glu56dihdind[e],,
5CYSDOPAt,,
EX_5cysdopa[e],,
CE5025t,,
EX_CE5025[e],,
CE2172t,,
EX_CE2172[e],,
CE5629t,,
EX_CE5629[e],,
DM_neuromelanin[c],,
ACER11r,,
ACER12r,,
ACER21g,,
ACER22g,,
ACER23g,,
ACER31r,,
BGAL1e,,
BGAL1l,,
BGAL2l,,
BGAL3l,,
BGAL4l,,
CRMte,,
DES21,,
EX_gd3_hs[e],,
EX_gluside_hs[e],,
EX_gm3_hs[e],,
GA1tl,,
GM1Atl,,
GM2Atl,,
GALGLUSIDEtg2,,
GALGLUSIDEtl2,,
GBA2e,,
GD3tg,,
GD3tl,,
GLA2l,,
GLUSIDEte,,
GLUSIDEtg,,
GLUSIDEtl,,
GM1tg,,
GM1tl,,
GM2tg,,
GM2tl,,
HEXA1l,,
HEXA2l,,
HEXA3e,,
HEXAHBl,,
NEU11l,,
NEU21,,
NEU22,,
NEU23,,
NEU24,,
NEU25,,
NEU310e,,
NEU31e,,
NEU32e,,
NEU33e,,
NEU34e,,
NEU35e,,
NEU36e,,
NEU37e,,
NEU38n,,
NEU39e,,
SMS1S2,,
SMS21e,,
SMSn,,
SPHK11,,
SPHK21n,,
SPHK22n,,
SPHMYLNte,,
SPHMYLNtl2,,
SPMD3n,,
ST8SIA13e,,
RE3477C1,,
NO2te,,
NH4tr,,
WHTSTSTERONEtr,,
UDPGALt2n,,
UDPGALt2r,,
TETTET6COAtm,,
TETPENT6COAtm,,
TETPENT3COAtm,,
SLDtm,,
THCRMtl,,
PCHOL_HStn,,
CHOLPtn,,
DAG_HStg,,
PHCRMtg,,
PHCRMter,,
SPHGNtn,,
SPHGNtg,,
SPHINGStn,,
SPHINGStg,,
EX_cmpacna[e],,
EX_gd2_hs[e],,
EX_gd1a_hs[e],,
DHCRMtg,,
DHCRMter,,
GDA1tn,,
PHSPHINGStg,,
PHSPHINGStr,,
SGPL11c,,
PHSGPL11c,,
LCYSTtm,,
sink_34dhpac[c],,
34DHPEt,,
EX_34dhpe[c],,
DM_no2[c],,
DM_ts3[c],,
DM_sph1p[n],,
DM_sphs1p[n],,
DM_gm1_hs[n],,
DM_gda1_hs[n],,
DM_6hddopaqn[c],,
GALSIDEter,,
GALSIDEtn,,
CERT1tn,,
Rtotalter,,
Rtotaltg,,
DM_phsph1p[c],,
GD1Atg,,
GD1Atn,,
ATPtg,,
GD1Btl,,
DM_gd3_hs[l],,
DM_gd3_hs[g],,
GD3tlc,,
GD3tm,,
DM_pail35p_hs[n],,
DM_gd3_hs[m],,
PAPStl,,
PAPtl,,
CATr,,
S2L2N2M2Mtl,,
DM_pcreat[c],,
DM_k[g],,
DM_na1[r],,
DM_na1[x],,
DM_na1[g],,
DM_na1[c],,
DM_thm[m],,
DM_retn[n],,
DM_hhxdcal[c],,
DM_15HPET[n],,
DM_15HPET[x],,
DM_15HPET[r],,
sink_Ser_Gly_Ala_X_Gly[r],,
EX_pail_hs[e],,
EX_CE1243[e],,
EX_CE5026[e],,
EX_5cysgly34dhphe[e],,
EX_CE1261[e],,
EX_galgluside_hs[e],,
EX_ga1_hs[e],,
EX_gm1a_hs[e],,
EX_gm2a_hs[e],,
EX_gm1_hs[e],,
EX_gm2_hs[e],,
EX_gm1b_hs[e],,
EX_gd1b_hs[e],,
EX_gt1b_hs[e],,
HMR_0001,,
HMR_0002,,
HMR_0003,,
HMR_0004,,
HMR_0005,,
HMR_0006,,
HMR_0007,,
HMR_0008,,
HMR_0009,,
HMR_0010,4068,8
HMR_0011,,
HMR_0012,,
HMR_0013,1339960.869,19
HMR_0014,1339960.869,19
HMR_0015,,
HMR_0016,,
HMR_0017,,
HMR_0019,,
HMR_0020,,
HMR_0024,,
HMR_0025,,
HMR_0026,,
HMR_0027,,
HMR_0028,,
HMR_0029,,
HMR_0030,,
HMR_0155,,
HMR_0156,284400,17
HMR_0157,,
HMR_0164,,
HMR_0165,284400,17
HMR_0166,,
HMR_0167,,
HMR_0168,284400,17
HMR_0170,,
HMR_0171,284400,17
HMR_0172,,
HMR_0176,,
HMR_0177,284400,17
HMR_0178,,
HMR_0180,284400,17
HMR_0182,,
HMR_0183,,
HMR_0184,284400,17
HMR_0185,,
HMR_0188,104.4,11
HMR_0189,,
HMR_0191,,
HMR_0192,104.4,11
HMR_0193,,
HMR_0194,,
HMR_0197,,
HMR_0200,104.4,11
HMR_0201,,
HMR_0203,,
HMR_0204,104.4,11
HMR_0206,,
HMR_0207,,
HMR_0208,,
HMR_0209,104.4,11
HMR_0210,,
HMR_0211,,
HMR_0214,,
HMR_0215,,
HMR_0230,,
HMR_0232,,
HMR_0233,104.4,11
HMR_0234,,
HMR_0235,,
HMR_0238,,
HMR_0239,,
HMR_0240,,
HMR_0241,104.4,11
HMR_0242,,
HMR_0243,,
HMR_0244,,
HMR_0245,104.4,11
HMR_0246,,
HMR_0247,,
HMR_0253,,
HMR_0254,,
HMR_0255,104.4,11
HMR_0256,,
HMR_0257,,
HMR_0259,104.4,11
HMR_0260,,
HMR_0261,,
HMR_0267,104.4,11
HMR_0268,,
HMR_0270,,
HMR_0271,104.4,11
HMR_0272,,
HMR_0273,,
HMR_0276,,
HMR_0277,,
HMR_0278,,
HMR_0279,104.4,11
HMR_0280,,
HMR_0281,,
HMR_0287,,
HMR_0288,,
HMR_0289,104.4,11
HMR_0290,,
HMR_0291,,
HMR_0292,,
HMR_0293,,
HMR_0296,,
HMR_0297,104.4,11
HMR_0298,,
HMR_0299,,
HMR_0300,,
HMR_0301,104.4,11
HMR_0302,,
HMR_0303,,
HMR_0304,,
HMR_0305,104.4,11
HMR_0306,,
HMR_0307,,
HMR_0308,,
HMR_0309,104.4,11
HMR_0310,,
HMR_0311,,
HMR_0317,,
HMR_0319,,
HMR_0321,,
HMR_0322,,
HMR_0323,104.4,11
HMR_0324,,
HMR_0325,,
HMR_0326,,
HMR_0327,104.4,11
HMR_0328,,
HMR_0329,,
HMR_0342,,
HMR_0343,,
HMR_0344,,
HMR_0345,104.4,11
HMR_0346,,
HMR_0347,,
HMR_0350,,
HMR_0354,,
HMR_0358,,
HMR_0359,,
HMR_0362,,
HMR_0363,,
HMR_0366,,
HMR_0367,,
HMR_0370,,
HMR_0371,,
HMR_0374,,
HMR_0375,,
HMR_0378,,
HMR_0380,,
HMR_0381,104.4,11
HMR_0382,,
HMR_0383,,
HMR_0384,,
HMR_0385,104.4,11
HMR_0386,,
HMR_0387,,
HMR_0388,,
HMR_0389,104.4,11
HMR_0390,,
HMR_0391,,
HMR_0392,,
HMR_0393,104.4,11
HMR_0394,,
HMR_0395,,
HMR_0398,,
HMR_0402,,
HMR_0406,,
HMR_0410,,
HMR_0414,,
HMR_0415,,
HMR_0418,,
HMR_0419,,
HMR_0422,,
HMR_0423,,
HMR_0426,,
HMR_0427,,
HMR_0428,,
HMR_0429,104.4,11
HMR_0430,,
HMR_0431,,
HMR_0432,,
HMR_0433,104.4,11
HMR_0434,,
HMR_0435,,
HMR_0436,,
HMR_0437,104.4,11
HMR_0438,,
HMR_0439,,
HMR_0462,,
HMR_0463,,
HMR_0467,,
HMR_0468,,
HMR_0469,,
HMR_0470,,
HMR_0477,39.6,11
HMR_0478,,
HMR_0482,119880,12
HMR_0484,39.6,11
HMR_0486,,
HMR_0487,,
HMR_0488,,
HMR_0489,,
HMR_0490,,
HMR_0491,,
HMR_0492,,
HMR_0495,,
HMR_0496,,
HMR_0497,,
HMR_0498,,
HMR_0500,,
HMR_0501,,
HMR_0503,,
HMR_0504,,
HMR_0505,,
HMR_0506,,
HMR_0507,,
HMR_0508,,
HMR_0509,,
HMR_0510,,
HMR_0511,,
HMR_0512,,
HMR_0513,,
HMR_0514,,
HMR_0515,,
HMR_0516,,
HMR_0517,,
HMR_0518,,
HMR_0519,,
HMR_0520,,
HMR_0521,,
HMR_0522,,
HMR_0523,,
HMR_0524,,
HMR_0525,,
HMR_0526,,
HMR_0527,,
HMR_0528,,
HMR_0529,,
HMR_0530,,
HMR_0531,,
HMR_0532,,
HMR_0533,,
HMR_0535,,
HMR_0536,,
HMR_0538,,
HMR_0539,,
HMR_0540,,
HMR_0541,,
HMR_0542,,
HMR_0543,,
HMR_0544,,
HMR_0545,27216,20
HMR_0546,11858.4,12
HMR_0547,276973.2,12
HMR_0548,4991040,20
HMR_0549,14083560,11
HMR_0550,4991040,20
HMR_0551,94751.64,12
HMR_0552,4991040,20
HMR_0553,17937427.5,8
HMR_0555,11858.4,12
HMR_0556,276973.2,12
HMR_0557,28611.81818,20
HMR_0558,5136709.735,11
HMR_0559,4227.104533,12
HMR_0560,1124460,11
HMR_0561,,
HMR_0578,,
HMR_0579,,
HMR_0580,,
HMR_0581,,
HMR_0582,,
HMR_0586,,
HMR_0587,,
HMR_0588,,
HMR_0589,,
HMR_0590,,
HMR_0591,,
HMR_0592,,
HMR_0593,,
HMR_0594,,
HMR_0597,,
HMR_0598,,
HMR_0599,,
HMR_0600,,
HMR_0601,,
HMR_0602,,
HMR_0605,,
HMR_0607,32112,5
HMR_0612,,
HMR_0613,,
HMR_0614,,
HMR_0615,,
HMR_0616,,
HMR_0625,,
HMR_0629,,
HMR_0630,,
HMR_0632,,
HMR_0633,,
HMR_0634,,
HMR_0641,,
HMR_0642,,
HMR_0643,,
HMR_0644,,
HMR_0645,,
HMR_0646,,
HMR_0647,,
HMR_0652,,
HMR_0653,,
HMR_0654,,
HMR_0657,,
HMR_0663,,
HMR_0664,,
HMR_0665,,
HMR_0667,,
HMR_0668,,
HMR_0669,,
HMR_0670,,
HMR_0671,,
HMR_0672,,
HMR_0673,,
HMR_0674,,
HMR_0675,,
HMR_0676,,
HMR_0677,,
HMR_0678,,
HMR_0679,,
HMR_0680,,
HMR_0681,,
HMR_0682,,
HMR_0683,,
HMR_0684,,
HMR_0685,830876.9911,8
HMR_0686,45857895.23,11
HMR_0687,1855994.676,11
HMR_0688,36088.55217,9
HMR_0689,330.2746495,20
HMR_0690,3466.153938,19
HMR_0691,23328,8
HMR_0692,21240,11
HMR_0703,,
HMR_0705,,
HMR_0706,,
HMR_0707,,
HMR_0708,,
HMR_0715,,
HMR_0716,,
HMR_0717,,
HMR_0718,,
HMR_0719,,
HMR_0733,,
HMR_0750,,
HMR_0753,360,12
HMR_0758,,
HMR_0761,,
HMR_0763,2250,20
HMR_0765,,
HMR_0767,,
HMR_0769,,
HMR_0770,,
HMR_0771,,
HMR_0775,,
HMR_0783,,
HMR_0792,,
HMR_0793,,
HMR_0795,,
HMR_0803,,
HMR_0805,,
HMR_0806,,
HMR_0807,,
HMR_0808,,
HMR_0809,,
HMR_0810,,
HMR_0811,,
HMR_0812,,
HMR_0813,,
HMR_0814,,
HMR_0815,,
HMR_0816,,
HMR_0817,,
HMR_0819,,
HMR_0820,,
HMR_0821,,
HMR_0822,,
HMR_0823,,
HMR_0824,,
HMR_0825,,
HMR_0827,,
HMR_0828,,
HMR_0829,,
HMR_0830,,
HMR_0831,,
HMR_0834,,
HMR_0835,,
HMR_0836,,
HMR_0837,,
HMR_0839,,
HMR_0840,,
HMR_0841,,
HMR_0842,,
HMR_0843,,
HMR_0844,,
HMR_0846,,
HMR_0847,,
HMR_0848,,
HMR_0849,,
HMR_0851,,
HMR_0852,,
HMR_0853,,
HMR_0854,,
HMR_0855,,
HMR_0856,,
HMR_0857,,
HMR_0858,,
HMR_0859,,
HMR_0860,,
HMR_0861,,
HMR_0862,,
HMR_0863,,
HMR_0864,,
HMR_0865,,
HMR_0866,,
HMR_0867,,
HMR_0868,,
HMR_0870,,
HMR_0871,,
HMR_0873,12738.6,5
HMR_0875,,
HMR_0876,,
HMR_0877,,
HMR_0878,,
HMR_0879,,
HMR_0880,,
HMR_0881,,
HMR_0882,,
HMR_0883,,
HMR_0884,,
HMR_0885,,
HMR_0886,,
HMR_0887,,
HMR_0888,,
HMR_0889,,
HMR_0890,,
HMR_0891,,
HMR_0892,,
HMR_0893,,
HMR_0894,,
HMR_0895,,
HMR_0896,,
HMR_0897,,
HMR_0898,,
HMR_0899,,
HMR_0900,,
HMR_0901,,
HMR_0902,,
HMR_0903,,
HMR_0904,,
HMR_0905,,
HMR_0906,,
HMR_0907,,
HMR_0908,,
HMR_0909,,
HMR_0910,,
HMR_0911,,
HMR_0912,25.2,19
HMR_0913,,
HMR_0917,,
HMR_0931,,
HMR_0932,,
HMR_0933,,
HMR_0935,,
HMR_0936,,
HMR_0937,,
HMR_0938,,
HMR_0939,,
HMR_0940,,
HMR_0942,,
HMR_0945,,
HMR_0946,,
HMR_0949,,
HMR_0950,,
HMR_0953,,
HMR_0954,,
HMR_0957,,
HMR_0960,,
HMR_0962,,
HMR_0963,,
HMR_0966,,
HMR_0979,33576.07362,11
HMR_0981,,
HMR_0984,,
HMR_0985,,
HMR_0986,,
HMR_0987,,
HMR_0988,345466.2857,2
HMR_0989,,
HMR_0990,,
HMR_0991,33799.80512,11
HMR_0992,33799.80512,11
HMR_0993,33576.07362,11
HMR_0994,33577.48479,11
HMR_0995,,
HMR_0996,,
HMR_0997,,
HMR_0998,,
HMR_0999,,
HMR_1026,6779.12115,8
HMR_1030,,
HMR_1033,,
HMR_1034,,
HMR_1037,,
HMR_1039,,
HMR_1040,,
HMR_1041,51727.5,23
HMR_1042,148.5825576,20
HMR_1062,,
HMR_1063,,
HMR_1064,,
HMR_1065,,
HMR_1066,,
HMR_1067,,
HMR_1068,,
HMR_1069,,
HMR_1070,,
HMR_1073,,
HMR_1074,28260,17
HMR_1077,,
HMR_1079,,
HMR_1081,,
HMR_1084,,
HMR_1085,,
HMR_1087,,
HMR_1089,,
HMR_1092,,
HMR_1094,,
HMR_1095,,
HMR_1097,169200,2
HMR_1099,77381.59487,8
HMR_1102,,
HMR_1104,,
HMR_1115,,
HMR_1117,266400,2
HMR_1126,,
HMR_1127,,
HMR_1129,550800,5
HMR_1135,,
HMR_1143,,
HMR_1144,,
HMR_1145,,
HMR_1148,874800,5
HMR_1150,,
HMR_1154,34018.29653,11
HMR_1156,34018.29653,11
HMR_1158,104.4,11
HMR_1160,104.4,11
HMR_1172,,
HMR_1173,,
HMR_1185,33657.66881,11
HMR_1186,33571.69811,11
HMR_1187,,
HMR_1188,,
HMR_1189,,
HMR_1190,874800,5
HMR_1197,,
HMR_1198,,
HMR_1199,,
HMR_1214,,
HMR_1215,,
HMR_1227,,
HMR_1232,,
HMR_1240,,
HMR_1242,,
HMR_1243,,
HMR_1247,,
HMR_1252,,
HMR_1266,104.4,11
HMR_1267,,
HMR_1268,,
HMR_1269,,
HMR_1280,266400,2
HMR_1283,,
HMR_1284,,
HMR_1286,,
HMR_1302,,
HMR_1303,,
HMR_1305,,
HMR_1306,,
HMR_1307,,
HMR_1311,,
HMR_1312,,
HMR_1315,,
HMR_1316,,
HMR_1317,96736.1341,9
HMR_1318,,
HMR_1319,,
HMR_1320,,
HMR_1321,58994101.86,20
HMR_1325,,
HMR_1328,,
HMR_1329,997.1453333,8
HMR_1331,,
HMR_1332,151076.5323,8
HMR_1336,,
HMR_1337,471.3,8
HMR_1338,9504,8
HMR_1341,864675.795,32
HMR_1344,71972.65856,8
HMR_1373,,
HMR_1374,,
HMR_1388,,
HMR_1390,,
HMR_1391,,
HMR_1392,,
HMR_1393,11453.48392,23
HMR_1403,,
HMR_1404,,
HMR_1405,14839.8614,23
HMR_1406,14839.8614,23
HMR_1407,14839.8614,23
HMR_1408,,
HMR_1409,,
HMR_1410,,
HMR_1411,,
HMR_1412,,
HMR_1413,,
HMR_1414,,
HMR_1416,,
HMR_1417,,
HMR_1465,860.4,5
HMR_1470,,
HMR_1473,,
HMR_1477,,
HMR_1478,,
HMR_1479,,
HMR_1490,,
HMR_1493,,
HMR_1494,,
HMR_1495,,
HMR_1496,,
HMR_1502,,
HMR_1503,,
HMR_1504,,
HMR_1505,,
HMR_1509,,
HMR_1512,,
HMR_1516,,
HMR_1526,,
HMR_1532,20628,5
HMR_1536,,
HMR_1538,,
HMR_1539,,
HMR_1540,,
HMR_1543,,
HMR_1544,,
HMR_1545,,
HMR_1546,,
HMR_1547,,
HMR_1548,,
HMR_1549,,
HMR_1550,,
HMR_1551,,
HMR_1552,,
HMR_1557,,
HMR_1558,,
HMR_1565,,
HMR_1620,,
HMR_1623,,
HMR_1627,,
HMR_1629,,
HMR_1630,,
HMR_1631,,
HMR_1637,,
HMR_1651,636120,3
HMR_1653,,
HMR_1665,,
HMR_1666,,
HMR_1681,,
HMR_1685,,
HMR_1689,,
HMR_1694,,
HMR_1701,,
HMR_1703,103320.9,9
HMR_1704,344700,23
HMR_1706,,
HMR_1708,,
HMR_1710,,
HMR_1730,,
HMR_1735,,
HMR_1737,,
HMR_1738,,
HMR_1739,,
HMR_1740,,
HMR_1741,,
HMR_1742,,
HMR_1743,,
HMR_1744,,
HMR_1745,,
HMR_1746,,
HMR_1747,,
HMR_1748,,
HMR_1749,,
HMR_1750,,
HMR_1751,,
HMR_1752,,
HMR_1753,,
HMR_1754,,
HMR_1756,,
HMR_1758,,
HMR_1759,,
HMR_1760,,
HMR_1761,,
HMR_1762,,
HMR_1764,,
HMR_1765,,
HMR_1766,,
HMR_1767,,
HMR_1768,,
HMR_1769,,
HMR_1770,,
HMR_1771,,
HMR_1772,,
HMR_1778,5421.908198,20
HMR_1781,,
HMR_1783,,
HMR_1785,,
HMR_1786,,
HMR_1798,,
HMR_1802,11807.01703,20
HMR_1804,,
HMR_1807,3916.412165,20
HMR_1834,233334,5
HMR_1836,,
HMR_1838,,
HMR_1847,,
HMR_1897,,
HMR_1916,,
HMR_1925,,
HMR_1927,,
HMR_1928,,
HMR_1929,,
HMR_1931,,
HMR_1932,,
HMR_1933,,
HMR_1934,,
HMR_1935,,
HMR_1940,,
HMR_1941,,
HMR_1942,,
HMR_1943,,
HMR_1944,,
HMR_1948,,
HMR_1949,,
HMR_1950,,
HMR_1951,,
HMR_1958,,
HMR_1962,,
HMR_1967,,
HMR_1968,,
HMR_1970,,
HMR_1971,,
HMR_1976,,
HMR_1979,,
HMR_1980,,
HMR_1981,,
HMR_1982,,
HMR_1983,,
HMR_1988,,
HMR_1989,,
HMR_1990,,
HMR_1991,,
HMR_1992,,
HMR_1993,,
HMR_1996,,
HMR_2002,615.6,14
HMR_2003,1314,5
HMR_2007,,
HMR_2010,,
HMR_2011,,
HMR_2014,46.8,8
HMR_2016,,
HMR_2018,,
HMR_2029,,
HMR_2030,,
HMR_2031,,
HMR_2032,,
HMR_2033,,
HMR_2034,33580.23952,11
HMR_2040,,
HMR_2041,,
HMR_2061,7834320,11
HMR_2062,0.044136,8
HMR_2063,7834320,11
HMR_2065,,
HMR_2066,,
HMR_2067,,
HMR_2076,7834320,11
HMR_2077,0.044136,8
HMR_2078,7834320,11
HMR_2080,,
HMR_2081,,
HMR_2082,,
HMR_2087,,
HMR_2088,273600,5
HMR_2089,374274,6
HMR_2090,,
HMR_2092,,
HMR_2093,,
HMR_2094,,
HMR_2099,273600,5
HMR_2100,374274,6
HMR_2101,,
HMR_2103,,
HMR_2104,,
HMR_2105,,
HMR_2114,,
HMR_2116,,
HMR_2127,,
HMR_2132,,
HMR_2139,,
HMR_2140,,
HMR_2142,,
HMR_2143,,
HMR_2190,,
HMR_2193,,
HMR_2210,,
HMR_2211,,
HMR_2215,,
HMR_2217,,
HMR_2218,,
HMR_2219,,
HMR_2227,,
HMR_2228,,
HMR_2229,,
HMR_2230,,
HMR_2231,,
HMR_2232,,
HMR_2233,,
HMR_2234,,
HMR_2235,,
HMR_2236,,
HMR_2237,,
HMR_2238,,
HMR_2239,,
HMR_2240,,
HMR_2241,,
HMR_2242,,
HMR_2243,,
HMR_2244,,
HMR_2245,,
HMR_2246,,
HMR_2247,,
HMR_2248,,
HMR_2249,,
HMR_2250,,
HMR_2251,,
HMR_2252,,
HMR_2253,,
HMR_2254,,
HMR_2255,,
HMR_2256,,
HMR_2257,,
HMR_2258,,
HMR_2259,,
HMR_2260,,
HMR_2261,,
HMR_2262,,
HMR_2263,,
HMR_2264,,
HMR_2265,,
HMR_2266,,
HMR_2267,,
HMR_2268,,
HMR_2269,,
HMR_2270,,
HMR_2281,,
HMR_2282,,
HMR_2284,,
HMR_2286,,
HMR_2287,,
HMR_2288,,
HMR_2289,,
HMR_2292,,
HMR_2293,,
HMR_2294,,
HMR_2295,,
HMR_2296,,
HMR_2332,,
HMR_2334,,
HMR_2336,,
HMR_2338,,
HMR_2342,,
HMR_2343,,
HMR_2344,,
HMR_2345,,
HMR_2347,,
HMR_2348,,
HMR_2349,,
HMR_2350,,
HMR_2353,,
HMR_2354,,
HMR_2355,,
HMR_2356,,
HMR_2359,,
HMR_2361,,
HMR_2362,,
HMR_2363,,
HMR_2364,,
HMR_2365,,
HMR_2368,,
HMR_2374,,
HMR_2376,,
HMR_2380,,
HMR_2391,,
HMR_2393,,
HMR_2395,,
HMR_2403,,
HMR_2433,,
HMR_2434,,
HMR_2435,,
HMR_2436,,
HMR_2437,,
HMR_2438,11034.76945,23
HMR_2440,,
HMR_2441,,
HMR_2443,9720,9
HMR_2447,9720,9
HMR_2456,,
HMR_2457,,
HMR_2458,,
HMR_2472,,
HMR_2484,,
HMR_2495,,
HMR_2530,,
HMR_2533,,
HMR_2535,,
HMR_2537,,
HMR_2540,,
HMR_2541,,
HMR_2542,,
HMR_2543,,
HMR_2547,,
HMR_2554,,
HMR_2558,,
HMR_2560,1260,12
HMR_2561,,
HMR_2564,,
HMR_2567,1260,12
HMR_2569,,
HMR_2571,1260,12
HMR_2575,,
HMR_2577,1260,12
HMR_2578,,
HMR_2581,,
HMR_2582,,
HMR_2585,,
HMR_2602,216,17
HMR_2603,,
HMR_2604,,
